378;Cedi Osman;SF;27;CLE;77;2;20.1;3.1;6.9;0.451;1.5;4.1;0.372;1.6;2.8;0.564;0.56;1;1.4;0.694;0.3;2;2.3;1.5;0.5;0.1;0.7;1.6;8.7
379;Kelly Oubre Jr.;SF;27;CHO;48;40;32.3;7.4;17.1;0.431;2.3;7.1;0.319;5.1;10;0.51;0.497;3.3;4.3;0.76;1.4;3.8;5.2;1.1;1.4;0.4;1.3;2.9;20.3
390;Michael Porter Jr.;SF;24;DEN;62;62;29;6.4;13.2;0.487;3;7.3;0.414;3.4;5.9;0.579;0.602;1.5;1.9;0.8;1;4.5;5.5;1;0.6;0.5;1.1;1.9;17.4
391;Otto Porter Jr.;SF;29;TOR;8;2;18.3;1.9;3.8;0.5;0.8;2.1;0.353;1.1;1.6;0.692;0.6;1;1;1;0.8;1.6;2.4;1;1.4;0;0.5;0.9;5.5
399;Taurean Prince;SF;28;MIN;54;4;22.1;3.3;7;0.467;1.4;3.6;0.381;1.9;3.4;0.557;0.565;1.2;1.4;0.844;0.3;2.2;2.4;1.6;0.5;0.3;1.3;2.3;9.1
407;Cam Reddish;SF;23;TOT;40;20;24.8;3.5;7.8;0.446;1.1;3.6;0.313;2.4;4.2;0.56;0.518;1.6;1.9;0.853;0.5;1.8;2.2;1.4;1;0.4;1.2;1.8;9.7
415;Duncan Robinson;SF;28;MIA;42;1;16.5;2.1;5.6;0.371;1.5;4.6;0.328;0.6;1.1;0.556;0.504;0.7;0.8;0.906;0.2;1.5;1.6;1.1;0.3;0;0.7;1.8;6.4
427;Matt Ryan;SF;25;TOT;34;0;9.1;1.2;3.2;0.37;0.9;2.5;0.381;0.2;0.7;0.333;0.519;0.3;0.4;0.833;0.1;0.6;0.8;0.5;0.1;0;0.2;0.8;3.6
432;Jordan Schakel;SF;24;WAS;2;0;3;0.5;1;0.5;0.5;0.5;1;0;0.5;0;0.75;0;0;0;0;0;0;0.5;0.5;0;0;0.5;1.5
455;Xavier Sneed;SF;25;CHO;4;0;12;1.3;2.5;0.5;0.8;1.5;0.5;0.5;1;0.5;0.65;1;1;1;0;1.3;1.3;1.3;0;0.3;0.8;1.8;4.3
460;Max Strus;SF;26;MIA;80;33;28.4;4.1;9.9;0.41;2.5;7;0.35;1.6;2.8;0.559;0.535;1;1.1;0.876;0.6;2.6;3.2;2.1;0.5;0.2;0.9;2.1;11.5
463;Cole Swider;SF;23;LAL;7;0;5.9;0.4;1.3;0.333;0.4;1.1;0.375;0;0.1;0;0.5;0;0;0;0.1;0.9;1;0.6;0;0;0;0.4;1.3
464;Jae'Sean Tate;SF;27;HOU;31;7;21.8;3.5;7.4;0.48;0.4;1.5;0.283;3.1;5.9;0.53;0.509;1.6;2.2;0.725;1.3;2.5;3.8;2.7;0.7;0.2;1.5;3.4;9.1
477;Juan Toscano-Anderson;SF;29;TOT;52;9;13.5;1.2;2.8;0.448;0.2;0.8;0.186;1.1;1.9;0.56;0.476;0.4;0.5;0.792;0.5;1.8;2.4;1.3;0.3;0.2;0.7;1.5;3
491;Franz Wagner;SF;21;ORL;80;80;32.6;6.8;14;0.485;1.6;4.5;0.361;5.2;9.5;0.544;0.543;3.4;4;0.842;0.9;3.2;4.1;3.5;1;0.2;2.1;2.3;18.6
493;Ish Wainright;SF;28;PHO;60;2;15.3;1.4;3.8;0.37;1;2.9;0.329;0.5;0.9;0.5;0.496;0.4;0.5;0.839;0.8;1.6;2.3;0.9;0.6;0.4;0.4;2;4.2
494;Jabari Walker;SF;20;POR;56;0;11.1;1.5;3.5;0.419;0.3;1;0.286;1.2;2.5;0.472;0.46;0.6;0.8;0.756;0.9;1.5;2.3;0.6;0.2;0.2;0.5;1.2;3.9
502;Yuta Watanabe;SF;28;BRK;58;1;16;2;4;0.491;1;2.3;0.444;0.9;1.7;0.557;0.621;0.6;0.8;0.723;0.5;1.9;2.4;0.8;0.4;0.3;0.4;1.4;5.6
510;Jack White;SF;25;DEN;17;0;3.9;0.5;1.1;0.421;0.2;0.5;0.333;0.3;0.6;0.5;0.5;0.1;0.2;0.667;0.4;0.6;1;0.2;0.2;0.1;0.1;0.5;1.2
511;Joe Wieskamp;SF;23;TOR;9;0;5.6;0.3;1.6;0.214;0.3;1.3;0.25;0;0.2;0;0.321;0;0;0;0;0.4;0.4;0.3;0;0;0.1;0.3;1
513;Andrew Wiggins;SF;27;GSW;37;37;32.2;6.8;14.3;0.473;2.4;6.1;0.396;4.4;8.2;0.53;0.557;1.2;1.9;0.611;1.6;3.4;5;2.3;1.2;0.8;1.3;2.9;17.1
526;Ziaire Williams;SF;21;MEM;37;4;15.2;2.3;5.3;0.429;0.7;2.6;0.258;1.6;2.7;0.596;0.492;0.5;0.6;0.773;0.4;1.7;2.1;0.9;0.4;0.2;1;1.6;5.7
528;Dylan Windler;SF;26;CLE;3;0;3.3;0.7;1;0.667;0.3;0.7;0.5;0.3;0.3;1;0.833;0;0;0;0;0;0;0.3;0.3;0;0.3;0;1.7
529;Justise Winslow;SF;26;POR;29;11;26.8;2.8;6.8;0.409;0.5;1.6;0.311;2.3;5.3;0.438;0.444;0.7;1;0.714;1.7;3.3;5;3.4;1;0.4;1.5;3.1;6.8
