478;Karl-Anthony Towns;PF;27;MIN;29;29;33;7.3;14.8;0.495;2.1;5.7;0.366;5.2;9.1;0.576;0.565;4.1;4.7;0.874;1.7;6.5;8.1;4.8;0.7;0.6;3;3.8;20.8
480;P.J. Tucker;PF;37;PHI;75;75;25.6;1.3;3;0.427;0.7;1.9;0.393;0.5;1.1;0.482;0.549;0.3;0.3;0.826;1.3;2.7;3.9;0.8;0.5;0.2;0.6;2.4;3.5
484;Jarred Vanderbilt;PF;23;TOT;78;65;24.1;3.2;5.8;0.548;0.4;1.2;0.322;2.8;4.6;0.604;0.58;1.2;1.8;0.691;2.2;5.3;7.5;2.4;1.1;0.3;1.2;2.4;7.9
490;Dean Wade;PF;26;CLE;44;13;20.3;1.7;4;0.412;1;2.9;0.354;0.6;1.1;0.56;0.54;0.3;0.5;0.652;0.5;3;3.4;0.8;0.6;0.5;0.4;2;4.7
498;T.J. Warren;PF-SF;29;TOT;42;0;16.4;3.1;6.4;0.489;0.5;1.6;0.328;2.6;4.8;0.542;0.53;0.7;0.8;0.8;0.6;2.3;2.9;1;0.5;0.3;0.5;1.5;7.5
500;P.J. Washington;PF;24;CHO;73;73;32.6;5.9;13.4;0.444;2;5.9;0.348;3.9;7.5;0.518;0.52;1.7;2.4;0.73;1;3.9;4.9;2.4;0.9;1.1;1.5;2.6;15.7
504;Trendon Watford;PF;22;POR;62;12;19.1;2.9;5.2;0.56;0.4;1;0.391;2.5;4.2;0.602;0.599;1.2;1.6;0.72;0.7;3.2;3.8;2.1;0.5;0.2;1.1;1.9;7.4
517;Grant Williams;PF;24;BOS;79;23;25.9;2.7;6;0.454;1.5;3.7;0.395;1.3;2.3;0.546;0.575;1.2;1.5;0.77;1.1;3.5;4.6;1.7;0.5;0.4;1;2.4;8.1
519;Jaylin Williams;PF;20;OKC;49;36;18.7;2.1;4.8;0.436;0.9;2.3;0.407;1.1;2.5;0.463;0.534;0.8;1.1;0.704;0.9;4;4.9;1.6;0.6;0.2;0.8;2.3;5.9
521;Kenrich Williams;PF;28;OKC;53;10;22.8;3.4;6.5;0.517;0.9;2.5;0.373;2.4;4;0.608;0.59;0.3;0.7;0.436;1.8;3.1;4.9;2;0.8;0.3;0.6;2.1;8
523;Patrick Williams;PF;21;CHI;82;65;28.3;3.8;8.3;0.464;1.4;3.4;0.415;2.4;4.9;0.498;0.549;1.1;1.3;0.857;1;3;4;1.2;0.9;0.9;1.2;1.8;10.2
527;Zion Williamson;PF;22;NOP;29;29;33;9.8;16.2;0.608;0.2;0.7;0.368;9.6;15.5;0.618;0.615;6.1;8.6;0.714;2;5;7;4.6;1.1;0.6;3.4;2.2;26
535;Thaddeus Young;PF;34;TOR;54;9;14.7;2;3.7;0.545;0.1;0.6;0.176;1.9;3;0.622;0.561;0.3;0.5;0.692;1.3;1.8;3.1;1.4;1;0.1;0.8;1.6;4.4
